control_input	control_input.1	control_input.2	control_input.3	control_input.4	control_IP	control_IP.1	control_IP.2	control_IP.3	control_IP.4	treatment_input	treatment_input.1	treatment_input.2	treatment_input.3	treatment_input.4	treatment_IP	treatment_IP.1	treatment_IP.2	treatment_IP.3	treatment_IP.4
peak8224	68	26	23	22	0	162	39	70	42	56	10	22	1	1	0	5	25	29	7	75
peak8225	61	35	42	72	0	588	157	253	1180	248	10	21	12	21	27	82	145	270	920	277
peak8226	20	20	37	66	0	109	63	48	126	76	4	8	7	24	0	8	56	90	107	52
peak8227	22	18	11	59	1	88	31	32	173	32	5	7	0	2	0	2	21	53	11	40
peak8228	92	11	19	20	0	324	55	84	129	67	3	9	1	3	0	18	42	39	23	77
peak8229	53	10	13	3	1	116	50	63	46	75	5	3	3	0	0	0	30	35	5	56
peak8230	21	18	14	7	0	111	57	97	23	123	3	6	0	0	0	15	61	83	10	151
peak8231	61	6	11	5	0	128	15	20	5	30	3	3	0	1	0	3	14	5	2	44
peak8232	14	10	11	22	0	34	31	44	125	59	1	5	0	1	0	0	17	31	4	97
peak8233	0	0	1	0	0	2	0	0	1	0	1	0	0	0	0	66	0	1	1	0
peak8234	4	5	0	0	0	5	22	20	10	69	3	2	0	1	0	1	23	29	69	77
peak8235	43	20	28	4	5	214	377	452	439	162	29	30	24	7	2	83	520	641	296	194
peak8236	16	54	93	15	825	6	373	398	93	129	7	131	51	5	142	2	414	626	42	185
peak8237	11	54	113	9	0	6	215	301	46	99	11	113	65	3	85	2	207	301	24	106
peak8238	19	51	116	11	614	21	382	468	133	168	11	107	67	12	98	4	412	638	128	194
peak8239	49	35	52	10	1	165	871	896	246	312	21	62	37	17	54	41	1034	1483	395	313
peak8240	23	29	53	49	1	17	77	60	7	26	9	62	18	43	0	6	67	102	7	31
peak8241	43	62	89	118	9	34	169	175	352	65	26	172	89	311	74	5	289	253	1360	87
peak8242	12	3	6	12	0	59	16	50	86	42	4	3	3	1	0	1	16	62	12	68
peak8243	19	1	6	14	0	30	3	13	21	14	16	9	1	28	1	5	14	2	201	14
peak8244	0	1	25	0	0	0	70	116	3	2	0	15	6	1	0	0	88	78	16	1
peak8245	0	2	10	0	0	0	62	125	2	2	0	8	3	1	1	0	109	66	9	3
peak8246	6	0	0	0	0	31	1	1	1	0	3	0	0	0	0	90	2	0	24	1
peak8247	0	0	1	0	0	4	55	76	0	1	0	3	0	0	0	0	95	65	1	4
peak8248	30	4	6	0	0	926	93	134	24	64	60	4	8	0	0	1673	247	341	34	30
peak8249	3	0	0	0	0	43	0	1	71	0	5	1	0	7	0	100	1	0	478	0
peak8250	3	0	0	0	0	65	0	4	43	3	4	0	0	1	0	142	8	17	28	3
peak8251	40	57	89	15	0	412	331	420	334	81	25	136	68	2	0	117	384	692	138	101
peak8252	63	21	31	2	0	196	53	95	20	10	64	42	13	2	0	61	70	58	7	23
peak8253	46	16	18	4	0	248	4	15	6	10	42	23	6	1	0	92	10	24	3	4
peak8254	649	15	13	14	0	15263	198	313	259	89	1433	23	41	7	0	33547	479	1154	765	96
peak8255	2	15	20	3	0	81	133	205	86	39	3	24	4	2	0	18	141	217	148	50
peak8256	32	62	134	9	0	14	176	268	37	67	11	156	121	1	24	6	235	410	13	75
peak8257	50	27	51	3	0	84	106	243	9	73	11	72	17	0	0	17	100	191	8	58
peak8258	57	30	61	5	0	134	102	201	51	72	12	82	20	0	11	8	91	159	3	72
peak8259	29	10	21	3	0	98	9	20	4	1	32	37	11	0	0	36	6	14	1	11
peak8260	39	3	7	1	0	227	15	28	8	14	49	7	2	1	0	161	22	44	17	11
peak8261	31	2	5	1	0	90	22	29	8	23	30	9	2	0	0	43	22	36	7	14
peak8262	61	4	6	4	0	110	33	52	17	25	57	18	4	11	0	82	44	52	27	25
peak8263	3	79	195	16	0	0	240	342	9	93	3	177	148	4	0	0	275	341	2	100
peak8264	12	77	147	22	0	0	69	124	8	45	1	177	136	3	51	0	58	129	8	57
peak8265	13	1	1	0	0	190	21	19	9	10	3	6	2	0	0	13	36	67	6	7
peak8266	19	2	1	0	1	92	23	47	7	12	10	12	1	0	4	18	24	44	3	4
peak8267	16	4	9	0	0	153	72	112	19	35	4	6	1	0	0	41	73	151	11	30
peak8268	5	74	191	23	598	10	124	201	22	43	5	189	105	1	56	0	130	144	0	59
peak8269	0	15	24	12	0	4	47	64	25	58	13	32	39	8	0	20	67	124	49	68
peak8270	17	9	12	8	0	56	41	53	17	66	22	21	15	11	0	25	43	110	40	54
peak8271	12	8	7	2	0	171	52	81	13	29	7	14	7	0	0	148	68	165	11	28
peak8272	6	2	8	3	0	59	51	72	16	29	0	18	2	0	0	3	71	89	8	21
peak8273	16	145	343	92	690	91	1213	1831	655	512	10	351	228	10	89	25	1244	2581	179	544
peak8274	5	147	292	100	1324	0	101	219	39	48	1	330	236	16	77	0	123	176	6	77
peak8275	2	52	122	101	0	8	522	772	1341	594	13	137	81	20	93	29	717	872	513	661
peak8276	3	40	85	116	204	42	516	791	1081	517	0	63	80	40	32	47	656	1056	1095	609
peak8277	3	36	57	5	0	0	59	114	23	80	1	30	23	6	54	0	92	83	6	97
peak8278	22	38	50	17	1	83	211	388	143	358	43	37	32	15	5	24	261	383	89	374
peak8279	12	24	63	21	0	0	96	133	24	130	4	44	18	5	0	4	93	148	4	122
peak8280	0	25	42	30	0	0	36	81	50	54	1	28	20	6	0	0	45	45	19	84
peak8281	25	2	2	4	0	125	2	0	5	3	42	4	3	7	0	76	4	11	25	2
peak8282	258	16	17	37	0	159	41	56	97	32	239	15	8	123	1	104	33	50	384	48
peak8283	4	23	43	11	0	24	64	96	31	97	2	40	7	4	0	0	96	93	10	128
peak8284	14	121	267	169	198	3	129	238	85	138	14	237	194	28	53	6	163	238	5	183
peak8285	87	107	225	272	0	318	910	1163	880	763	30	232	143	42	93	49	1123	2369	129	908
peak8286	105	19	45	92	2	953	1207	1293	2779	1137	33	53	32	17	3	151	1188	3396	852	1339
peak8287	68	63	128	269	1	328	579	716	1952	665	56	152	96	35	36	39	634	1443	638	620
peak8288	12	107	161	180	0	3	45	65	326	63	21	148	153	33	11	0	60	102	93	60
peak8289	124	295	571	883	719	687	1488	2551	2315	1760	43	519	574	170	196	102	1940	3949	1046	2024
peak8290	0	13	34	1	0	1	85	106	5	24	0	51	76	2	0	1	118	205	6	23
peak8291	4	7	15	1	341	0	120	152	3	21	6	59	50	2	1	5	110	407	11	22
peak8292	0	3	1	0	0	5	36	44	1	12	0	15	1	0	0	0	41	69	20	14
peak8293	0	6	13	0	340	0	85	123	3	21	1	30	41	0	29	2	131	326	7	32
peak8294	3	10	28	1	0	10	173	207	7	41	2	63	63	1	0	8	206	543	27	45
peak8295	2	2	0	0	0	0	19	13	2	2	0	7	4	1	0	24	12	72	11	5
peak8296	0	0	4	2	0	0	23	31	5	4	0	24	16	2	0	6	34	145	2	5
peak8297	3	0	1	1	0	10	0	0	0	0	9	2	5	2	0	39	1	4	6	0
peak8298	0	0	2	1	0	0	0	1	0	0	0	2	2	0	0	84	1	4	0	0
peak8299	5	0	0	0	0	16	0	0	4	1	10	2	1	16	0	66	0	4	78	2
peak8300	6	15	10	43	645	4	56	81	76	20	21	47	23	51	0	9	89	109	189	56
peak8301	10	12	9	35	0	15	37	69	128	86	2	105	12	5	0	0	73	131	89	80
peak8302	29	38	56	132	1	53	80	119	125	71	46	143	81	144	29	20	92	188	156	79
peak8303	2	9	6	5	0	5	96	130	156	88	1	12	6	4	0	6	129	219	192	109
peak8304	8	0	4	39	0	25	22	22	90	27	5	9	3	52	0	14	27	28	630	25
peak8305	12	55	90	145	0	175	499	720	914	454	27	86	71	35	115	190	771	1191	876	558
peak8306	5	28	56	64	0	0	63	97	153	62	12	76	35	15	32	15	77	129	76	48
peak8307	6	14	22	9	0	30	71	114	84	89	10	28	11	4	0	16	98	107	36	82
peak8308	210	191	337	1238	2	103	138	204	377	179	138	218	270	486	112	36	182	321	379	164
peak8309	200	188	357	1350	264	295	308	481	1121	337	87	283	191	224	121	78	314	567	245	375
peak8310	69	183	324	1024	605	115	286	441	1739	281	40	250	192	129	135	13	240	488	200	323
peak8311	42	132	313	599	2	63	479	803	1134	592	19	252	198	99	92	10	497	880	188	678
peak8312	86	156	283	758	0	67	594	1029	1582	618	31	262	226	100	69	28	613	1044	210	808
peak8313	60	103	228	625	0	11	212	380	409	287	13	140	115	57	28	4	239	402	31	374
peak8314	26	139	250	316	0	12	62	110	297	49	12	171	122	38	56	1	50	91	49	75
peak8315	109	261	557	1003	3	109	610	1030	2917	680	38	347	270	118	44	18	662	1059	367	864
peak8316	49	144	236	470	5	54	598	856	1207	659	16	167	123	22	62	16	662	1292	115	738
peak8317	34	131	282	349	2	71	669	1072	1761	771	19	150	120	23	62	20	732	1456	160	760
peak8318	42	106	196	260	0	62	327	404	800	361	16	100	96	17	0	27	355	758	111	327
peak8319	1561	2079	4215	4698	3121	11736	19874	32627	82210	23476	655	2626	2638	670	968	3122	22988	42838	16804	25442
peak8320	9	104	286	182	335	64	583	1106	571	789	14	122	136	74	40	20	774	1406	117	897
peak8321	50	173	372	241	2	80	998	1828	1218	1418	14	164	235	28	35	35	1355	2327	198	1330
peak8322	32	183	422	276	0	50	559	883	686	659	11	262	229	43	143	16	686	959	78	698
peak8323	30	86	162	61	1	12	129	188	107	169	9	98	108	17	0	0	141	235	18	231
peak8324	11	96	212	82	1	7	183	259	169	271	2	101	113	5	0	0	151	278	13	239
peak8325	50	236	468	815	1696	204	703	1026	1395	763	73	421	365	263	350	62	946	1188	994	807
peak8326	5	43	72	158	2	1	267	314	556	214	11	75	44	21	11	4	274	359	151	203
peak8327	0	27	61	61	0	3	236	323	368	171	0	53	32	16	78	3	280	270	86	139
peak8328	2	15	27	124	0	13	180	198	700	110	8	43	23	11	9	10	188	218	142	129
peak8329	50	36	60	180	1	80	276	292	843	252	26	118	144	91	101	31	286	624	387	246
peak8330	4	9	39	92	1	9	160	228	243	158	0	53	85	42	9	4	223	346	65	155
peak8331	14	0	0	0	0	295	1	1	5	0	8	0	0	7	0	817	2	1	117	3
peak8332	1	7	8	13	1	0	595	613	60	170	1	142	538	9	49	3	861	2782	112	160
peak8333	2	4	4	6	382	0	267	270	39	72	0	65	403	15	36	0	353	1360	105	86
peak8334	1	1	4	10	0	7	244	235	24	52	0	61	263	19	46	0	374	1195	121	64
peak8335	6	7	6	25	0	0	76	63	7	15	4	93	395	43	47	0	93	450	24	16
peak8336	0	7	16	12	1	1	44	74	69	73	0	6	6	9	0	0	56	61	79	83
peak8337	44	10	29	29	0	48	110	144	96	86	56	72	16	7	34	25	74	160	11	74
peak8338	43	43	64	60	0	53	99	104	128	61	43	100	26	9	34	13	67	131	17	68
peak8339	14	42	78	34	1	21	103	152	78	96	17	94	44	6	0	3	107	187	18	94
peak8340	37	54	87	77	1	53	182	349	153	207	32	128	53	16	0	9	189	385	33	217
peak8341	37	39	61	46	0	61	112	184	93	104	29	64	33	9	19	5	168	247	28	117
peak8342	25	64	114	76	0	19	118	138	307	109	20	130	66	9	34	4	118	181	96	98
peak8343	26	30	53	80	320	63	117	173	633	98	20	70	29	29	4	57	111	281	271	111
peak8344	26	25	37	114	471	109	72	124	501	80	30	80	27	30	30	50	88	211	223	71
peak8345	129	51	100	251	6	310	251	401	2463	184	73	113	44	64	64	111	271	589	1383	187
peak8346	27	5	12	26	0	29	19	26	312	6	13	8	3	4	0	69	21	23	472	2
peak8347	36	41	109	134	3	111	532	809	986	547	21	119	64	71	31	109	554	889	986	617
peak8348	1	16	37	17	0	6	150	204	114	185	1	44	37	2	0	20	193	368	29	213
peak8349	6	21	37	45	0	42	371	519	609	312	37	64	29	28	73	129	413	765	899	372
peak8350	0	2	7	7	0	4	46	73	46	49	1	10	6	0	1	3	88	97	21	34
peak8351	6	26	24	141	0	7	13	18	173	50	0	5	0	18	60	0	7	5	25	50
peak8352	7	29	23	87	0	14	38	36	124	116	0	0	1	11	0	0	22	22	23	135
peak8353	15	59	61	156	6	51	252	312	999	866	0	3	1	10	39	0	194	146	123	926
peak8354	4	17	24	35	554	17	120	139	228	277	0	0	0	1	0	0	97	63	16	286
peak8355	60	100	220	680	1	84	230	358	1112	293	62	177	206	472	40	65	315	524	2582	342
peak8356	24	23	39	186	0	11	49	68	373	80	12	23	27	69	0	10	43	110	239	87
peak8357	21	10	28	77	0	14	22	26	193	19	11	19	8	23	3	0	24	46	102	29
peak8358	13	8	29	74	0	18	33	39	194	19	9	25	11	37	0	9	20	48	130	28
peak8359	19	16	44	59	0	15	31	52	576	39	14	40	24	26	0	0	38	109	129	47
peak8360	39	12	29	82	0	82	78	119	1008	123	29	17	10	16	0	7	112	229	250	102
peak8361	29	26	44	112	0	29	131	177	374	153	21	48	37	16	0	13	136	208	135	173
peak8362	26	19	48	46	0	27	60	79	240	74	18	38	26	5	67	3	60	101	93	58
peak8363	28	12	34	49	0	48	109	99	373	122	19	30	19	7	0	12	100	214	121	89
peak8364	17	6	21	21	0	12	9	13	101	12	10	16	7	5	0	4	15	21	28	6
peak8365	4	7	19	16	2	5	20	43	45	28	5	13	12	1	0	0	29	50	26	50
peak8366	62	28	47	87	0	193	138	137	359	156	51	61	19	21	6	52	170	330	163	169
peak8367	20	0	3	4	0	90	26	16	40	12	21	10	0	1	0	21	29	38	13	14
peak8368	326	30	36	153	1	1148	141	115	3810	92	596	60	168	110	63	3787	189	581	4482	99
peak8369	6	2	8	8	0	7	6	7	51	15	5	2	0	1	0	0	3	4	76	15
peak8370	22	47	75	153	0	84	329	433	660	244	27	113	284	26	78	35	441	1155	199	278
peak8371	16	4	4	20	0	14	9	13	68	21	6	8	4	7	0	0	11	18	18	19
peak8372	59	23	30	83	0	169	410	375	1168	291	62	52	122	5	0	128	497	1560	237	270
peak8373	2	4	7	26	0	5	14	24	83	70	0	1	1	0	0	0	11	31	8	76
peak8374	6	6	1	13	0	11	35	48	94	31	1	4	8	1	0	0	33	64	23	25
peak8375	17	23	14	22	1	55	68	150	115	104	10	23	19	6	0	14	99	152	28	93
peak8376	53	5	17	46	0	75	49	48	289	51	3	13	6	3	0	12	57	95	63	45
peak8377	26	4	5	12	0	54	15	26	168	20	3	1	1	1	0	25	30	28	46	26
peak8378	49	30	36	60	0	177	96	150	251	136	12	44	31	7	0	6	124	183	53	118
peak8379	30	10	21	102	2	52	39	61	193	65	14	35	14	57	37	21	41	70	293	74
peak8380	1	30	83	101	0	8	149	269	479	250	0	25	29	29	0	0	223	288	161	254
peak8381	17	3	9	16	0	108	6	9	14	8	29	6	6	44	0	159	7	8	86	8
peak8382	3	0	0	0	0	121	5	13	9	1	17	1	1	1	0	346	10	54	71	0
peak8383	1	6	12	2	0	13	73	89	44	37	0	2	6	8	0	0	81	117	82	53
peak8384	2	1	1	2	0	22	1	4	15	5	4	0	0	45	0	0	2	2	326	2
peak8385	28	1	0	4	0	792	18	16	124	37	71	4	0	52	0	1290	35	19	3712	34
peak8386	5	3	8	9	0	0	19	37	32	30	2	7	2	73	0	3	30	23	230	24
peak8387	39	1	3	4	0	136	11	8	23	20	85	1	0	57	0	87	7	4	452	10
peak8388	2	3	0	1	0	53	19	33	168	50	2	3	0	1	0	25	29	72	106	30
peak8389	18	0	2	0	0	30	5	10	134	4	1	1	1	0	0	22	8	12	5	10
peak8390	310	353	796	358	8	1786	2987	5505	5287	2989	50	203	153	25	70	231	2928	5134	688	3171
peak8391	70	27	72	69	0	138	161	211	249	147	0	25	10	3	0	18	122	262	18	93
peak8392	16	14	17	5	0	75	46	70	6	39	4	10	2	0	0	4	43	52	2	48
peak8393	20	6	12	15	211	12	32	55	93	36	0	5	3	1	0	5	30	92	12	31
peak8394	45	17	29	4	0	120	100	232	81	75	4	9	13	0	62	40	101	219	36	92
peak8395	10	27	74	26	0	13	95	181	77	54	2	26	20	7	0	0	101	129	109	64
peak8396	16	3	12	5	0	39	28	66	6	19	2	7	9	2	0	3	36	91	5	23
peak8397	38	40	75	55	0	94	124	234	175	154	3	28	20	1	0	19	157	198	16	156
peak8398	26	19	45	17	0	36	28	69	10	16	0	15	7	3	0	0	20	54	3	19
peak8399	60	3	32	8	0	766	11	41	46	15	46	5	3	21	0	396	19	48	78	9
peak8400	26	46	92	33	0	62	64	139	40	59	12	25	15	19	0	0	54	104	30	51
peak8401	18	29	66	40	675	15	83	198	71	71	0	15	14	5	0	0	82	170	1	109
peak8402	20	51	95	94	675	32	214	344	206	200	6	25	27	4	0	3	197	297	3	180
peak8403	21	25	70	36	0	2	36	56	146	35	2	19	13	3	0	0	48	68	7	39
peak8404	16	54	154	96	0	27	161	379	531	123	3	40	30	8	40	0	150	266	31	153
peak8405	26	23	59	83	0	44	112	162	219	84	5	21	20	2	1	0	101	154	11	72
peak8406	59	29	56	41	0	88	106	188	247	110	6	22	5	7	0	0	125	137	34	81
peak8407	71	44	63	112	0	93	127	196	436	99	19	17	11	8	0	15	126	235	72	80
peak8408	11	26	44	49	0	13	37	73	64	42	3	15	8	2	0	0	30	56	9	32
peak8409	31	28	47	129	0	24	56	120	626	42	7	14	12	7	0	1	46	86	60	33
peak8410	103	136	320	513	264	1277	2571	4012	11903	2801	24	70	77	70	12	192	2751	4629	2961	2793
peak8411	19	7	14	8	0	65	137	163	89	101	12	14	4	13	25	55	167	189	346	117
peak8412	1	38	95	162	1	0	75	90	70	85	2	64	60	26	0	0	84	88	27	115
peak8413	4	86	192	141	1	1	184	333	216	273	5	119	95	4	26	6	226	248	17	295
peak8414	4	47	105	62	0	0	102	155	35	99	1	71	60	8	37	1	112	172	6	116
peak8415	21	73	172	82	3	65	721	1153	755	774	18	143	95	27	63	53	881	1616	679	759
peak8416	1	6	4	3	0	0	36	60	13	33	0	83	32	1	0	0	61	187	5	30
peak8417	1	16	22	14	0	15	81	114	440	84	8	20	14	0	0	9	115	204	94	94
peak8418	18	177	254	439	4	120	2093	2533	9712	2092	14	334	255	168	133	74	2411	3632	4556	2335
peak8419	0	4	12	1	1	4	74	89	33	66	1	21	53	8	0	0	125	307	152	85
peak8420	2	8	15	9	0	6	46	70	14	26	3	38	84	27	57	0	74	297	75	22
peak8421	3	49	74	13	294	1	167	161	15	77	3	298	430	41	99	1	199	438	40	70
peak8422	0	1	1	1	0	4	25	39	5	11	0	13	15	0	0	0	38	141	8	15
peak8423	1	1	0	0	0	8	1	4	2	6	12	2	1	3	0	194	1	14	21	1
peak8424	0	1	1	6	0	8	6	17	28	20	0	2	3	3	0	2	17	16	57	17
peak8425	10	45	76	134	1	24	254	351	720	180	4	97	96	46	14	13	251	749	490	224
peak8426	3	28	62	33	0	6	112	182	105	100	6	37	60	5	21	9	128	221	47	95
peak8427	1	18	52	27	0	0	80	116	79	80	0	41	68	4	0	1	87	152	9	66
peak8428	6	24	46	24	0	19	120	153	122	133	2	52	44	4	23	3	121	244	44	100
peak8429	4	26	42	12	0	7	117	193	61	106	0	28	36	3	0	0	166	241	11	108
peak8430	6	8	16	23	185	5	87	85	61	59	4	32	20	6	0	4	91	184	2	58
peak8431	60	1	1	15	0	1270	0	0	3	0	3	0	2	0	0	102	1	8	2	0
peak8432	25	26	33	33	0	82	175	218	219	112	2	46	4	17	0	0	206	267	174	110
peak8433	2	8	47	18	0	2	133	375	74	207	2	6	60	10	0	8	256	715	87	175
peak8434	0	1	22	19	0	4	34	63	45	34	0	4	57	6	0	2	39	176	19	48
peak8435	2	25	23	14	0	7	53	68	39	107	3	23	11	1	17	0	85	61	1	88
peak8436	6	45	157	142	0	7	92	229	250	251	0	3	0	5	0	0	99	131	10	235
peak8437	5	41	159	125	1	10	133	383	255	300	0	0	2	2	0	0	114	178	17	341
peak8438	12	48	220	178	0	15	96	261	235	285	0	2	1	2	0	0	97	128	4	280
peak8439	7	30	146	116	0	33	84	217	242	214	0	1	0	1	0	0	71	104	4	255
peak8440	12	26	54	3	0	6	61	103	6	101	3	27	36	3	9	0	87	109	2	84
peak8441	2	42	84	12	0	4	33	77	8	34	0	61	34	6	27	0	40	43	8	29
peak8442	2	46	115	12	400	16	154	274	7	173	4	62	39	8	45	0	170	288	10	198
peak8443	3	43	114	11	1	22	275	384	61	338	8	48	37	5	0	11	315	455	109	316
peak8444	5	55	129	189	0	48	283	482	758	366	5	67	80	61	76	51	381	741	1310	406
peak8445	15	34	80	91	1	86	342	534	963	165	41	49	38	39	0	225	323	1025	1202	204
peak8446	3	21	50	20	0	2	60	98	103	37	0	36	45	4	0	0	74	132	36	38
peak8447	6	49	93	72	0	2	82	162	94	35	6	53	60	6	16	0	92	167	24	33
peak8448	2	30	57	46	0	1	43	87	135	23	4	27	54	23	0	0	52	107	100	34
peak8449	0	17	29	2	0	2	100	153	11	79	3	48	19	1	12	7	87	280	13	82
peak8450	2	13	16	5	1	14	128	199	180	158	0	26	23	0	0	4	165	301	73	191
peak8451	1	13	30	16	0	3	61	97	45	68	1	17	18	0	0	0	73	142	8	90
peak8452	15	0	1	1	0	291	0	5	27	2	9	0	0	9	0	263	0	10	342	3
peak8453	15	0	0	0	0	111	1	2	0	0	10	0	0	0	0	76	1	4	10	0
peak8454	10	0	1	0	0	370	0	3	10	8	3	0	0	0	0	268	6	13	11	4
peak8455	29	0	1	0	0	569	0	6	30	4	10	0	0	3	0	359	2	7	177	7
peak8456	8	18	85	14	0	12	295	522	53	463	0	34	6	2	0	13	350	431	24	507
peak8457	2	26	97	63	0	7	115	221	165	222	0	22	16	21	10	0	151	167	109	182
peak8458	8	11	62	73	0	2	66	155	60	91	2	26	2	15	36	0	83	73	39	124
peak8459	29	25	92	209	1	315	407	898	3486	905	21	16	15	77	0	193	457	653	2324	795
peak8460	1	25	34	60	2	5	34	84	108	80	3	4	7	13	0	0	35	25	19	85
peak8461	58	1361	2077	2997	3408	9	329	415	558	268	57	1533	1645	134	1798	3	543	352	71	369
peak8462	261	1127	1744	3324	2328	115	1841	2397	4661	1592	200	1415	1788	546	1347	32	2387	2813	751	1866
peak8463	747	1897	3003	11854	5378	326	1789	2634	5584	1394	569	3442	3628	2462	2154	88	1954	3278	611	1811
peak8464	55	15	85	140	0	204	114	279	554	152	45	10	13	107	0	103	139	231	1009	179
peak8465	20	7	41	50	0	48	26	89	174	59	3	9	9	18	13	0	40	43	227	64
peak8466	12	21	113	119	319	21	372	518	3081	204	34	67	31	24	3	30	476	685	695	169
peak8467	4	57	291	111	313	0	68	135	261	51	6	96	57	17	123	5	93	183	75	46
peak8468	13	149	662	213	595	12	266	440	423	157	9	173	169	60	249	0	296	525	227	150
peak8469	34	496	2284	1637	478	61	3308	6769	9306	2300	47	629	734	658	580	22	3730	6879	5571	2369
peak8470	33	145	565	491	3	39	460	956	1024	302	19	170	344	695	88	41	862	1319	2647	409
peak8471	0	3	5	10	0	0	23	40	174	20	0	8	1	1	0	0	31	14	39	33
peak8472	1	15	31	26	0	17	71	131	59	100	0	10	38	6	0	0	100	265	8	132
peak8473	0	0	0	1	0	5	0	6	85	7	0	0	0	1	0	3	3	1	6	5
peak8474	3	0	0	2	0	2	0	4	110	0	4	0	1	0	0	2	2	0	7	0
peak8475	2	0	2	9	0	25	15	21	164	67	0	0	0	3	0	16	14	20	25	28
peak8476	5	35	87	55	0	12	161	292	287	295	3	38	28	6	0	0	176	272	96	327
peak8477	4	5	35	37	637	20	233	362	368	48	0	19	16	52	1	4	316	309	894	48
peak8478	1	2	13	7	0	0	35	40	71	0	1	8	2	5	0	0	41	42	66	8
peak8479	4	0	0	0	0	42	1	0	6	0	12	0	1	0	0	208	3	0	0	0
peak8480	3	41	108	27	0	12	178	320	103	159	1	76	38	2	0	5	174	274	24	241
peak8481	3	21	44	41	0	6	54	106	35	108	0	23	17	13	9	0	46	105	23	98
peak8482	0	6	10	3	0	2	61	102	68	64	0	1	0	2	0	3	74	66	18	67
peak8483	0	0	12	3	0	19	42	88	62	57	0	0	1	0	0	0	36	40	2	60
peak8484	3	1	10	1	0	37	22	64	22	28	0	0	0	0	0	0	32	27	1	25
peak8485	12	53	209	240	0	10	78	224	182	155	5	16	24	177	0	0	119	127	209	143
peak8486	5	45	241	113	534	0	57	142	54	82	3	9	8	48	83	0	76	65	38	66
peak8487	59	224	1025	356	856	369	1995	4176	3638	2151	12	54	62	37	100	27	2162	3123	773	2457
peak8488	1	0	0	0	0	54	0	2	3	1	11	0	0	4	0	327	4	1	147	3
peak8489	3	1	0	5	0	25	3	5	55	2	0	0	0	0	0	0	2	6	3	1
peak8490	2	6	7	11	0	9	33	65	89	31	0	8	15	3	0	2	52	116	45	44
peak8491	2	0	0	2	0	1	5	4	79	0	4	1	3	0	0	10	1	25	11	3
peak8492	60	295	572	512	345	186	1442	2268	2976	1142	78	271	193	82	302	153	1627	2772	649	1276
peak8493	7	139	288	183	321	2	183	384	150	221	16	100	96	46	103	4	203	334	79	232
peak8494	34	7	15	16	0	271	26	77	40	35	156	3	5	42	0	1614	49	52	253	35
peak8495	24	3	4	0	0	49	0	3	4	2	47	2	2	1	0	78	1	1	3	1
peak8496	1	1	0	0	0	71	0	3	2	2	7	0	0	0	0	266	0	0	2	0
peak8497	3	0	0	0	0	52	0	0	2	0	0	0	0	0	0	81	0	0	6	0
peak8498	2	3	18	6	0	3	34	53	89	29	0	6	4	1	40	0	29	50	15	41
peak8499	2	8	23	32	0	11	28	40	88	22	2	28	7	96	47	0	23	22	435	48
peak8500	2	38	69	45	0	0	86	115	53	68	3	101	65	17	31	0	101	105	18	60
peak8501	5	0	0	0	0	106	2	4	4	6	2	1	0	1	0	67	6	3	38	3
peak8502	1	1	2	1	0	6	0	1	0	0	11	2	3	4	0	259	0	3	5	1
peak8503	9	132	320	110	8	104	1756	3158	1713	2624	17	177	145	42	60	135	1999	3024	992	2773
peak8504	18	63	145	31	0	33	94	133	5	116	5	96	109	11	29	6	111	198	4	104
peak8505	1	48	128	17	206	0	48	83	6	53	1	93	46	12	28	0	85	73	0	29
peak8506	4	0	0	0	0	43	1	9	14	4	3	1	3	15	0	7	5	4	111	13
peak8507	1	0	0	0	0	10	0	0	0	0	6	2	1	0	0	51	0	2	3	0
peak8508	0	11	10	6	0	0	35	49	26	7	0	79	11	0	26	0	68	55	12	18
peak8509	1	7	8	5	0	0	103	96	142	25	0	85	16	1	0	0	121	145	37	27
peak8510	16	54	77	394	876	41	1063	1345	2178	999	20	165	81	41	39	53	1432	2102	434	983
peak8511	0	87	54	2	1	3	205	254	17	6	0	46	21	0	0	0	149	181	7	5
peak8512	0	15	27	15	0	0	162	289	300	170	2	24	25	3	0	10	192	309	76	225
peak8513	0	2	0	1	0	0	6	7	16	3	0	4	0	3	0	5	4	5	97	3
peak8514	23	4	3	3	0	89	5	7	18	0	13	3	0	7	0	79	17	5	120	11
peak8515	18	19	25	54	0	261	386	565	889	467	50	40	27	31	0	438	419	823	1679	474
peak8516	2	16	24	18	0	5	45	55	76	50	3	22	21	19	0	0	36	61	99	50
peak8517	5	38	112	152	0	0	85	147	52	209	0	23	36	5	34	0	91	124	9	228
peak8518	10	22	77	68	0	16	71	110	166	95	4	24	13	0	0	3	47	117	7	143
peak8519	61	98	337	240	1205	256	998	2194	2752	2327	8	57	112	17	99	17	1304	1825	204	2256
peak8520	42	58	129	114	0	96	126	202	443	179	8	27	48	7	22	0	130	215	14	236
peak8521	7	22	36	15	1	8	72	104	27	89	0	6	6	1	23	0	83	83	4	112
peak8522	5	39	105	29	1	10	57	177	56	112	0	16	23	0	0	0	62	102	3	130
peak8523	41	7	3	6	0	97	1	1	3	1	2	4	0	1	0	82	0	3	7	1
peak8524	3	4	18	13	0	21	84	117	199	54	4	4	0	0	22	106	58	92	159	52
peak8525	3	0	4	4	0	154	4	8	15	6	10	0	0	2	0	145	7	16	19	3
peak8526	0	0	0	2	0	43	0	0	0	3	19	0	2	0	0	214	0	4	2	0
